Mod:Item:MetaData, Localized Name
vanillafoodpantry:dough_ball:8, Unbaked Cheesy Roll
vanillafoodpantry:dough_pantry_block, Block of Dough
vanillafoodpantry:breads:401, Enriched Bread
vanillafoodpantry:breads:403, Molasses Bread
vanillafoodpantry:breads:405, Egg Bread
vanillafoodpantry:breads:407, Apple Bread
vanillafoodpantry:breads:409, Pumpkin Bread
vanillafoodpantry:breads:411, French Bread
vanillafoodpantry:breads:413, Potato Bread
vanillafoodpantry:breads:415, Muscle Bread
vanillafoodpantry:breads:417, Klingon Bread
vanillafoodpantry:breads:419, Flat Bread
vanillafoodpantry:portion_bread, Bit o' Bread
vanillafoodpantry:flat_bread_pocket, Flat Bread Pocket
vanillafoodpantry:bread_pocket:0, Egg and Mushroom Pocket
vanillafoodpantry:bread_pocket:1, Egg and Steak Pocket
vanillafoodpantry:bread_pocket:2, Egg and Ham Pocket
vanillafoodpantry:bread_pocket:4, Egg and SPaM Pocket
vanillafoodpantry:bread_pocket:5, Roasted Veggies Pocket
vanillafoodpantry:bread_pocket:6, Grilled Fish Salad Pocket
vanillafoodpantry:muffins:402, Pumpkin Sweet Cheese Muffin
vanillafoodpantry:muffins:404, Chocolate Sweet Cheese Muffin
vanillafoodpantry:muffins:406, Carrot Sweet Cheese Muffin
vanillafoodpantry:fries:0, Uncooked Potato Fries
vanillafoodpantry:fries:1, Potato Fries
vanillafoodpantry:fries:2, Uncooked Carrot Fries
vanillafoodpantry:fries:3, Carrot Fries
vanillafoodpantry:fries:4, Uncooked Klingon Fries
vanillafoodpantry:fries:5, Klingon Fries
vanillafoodpantry:oak_acorn, Dried Oak Acorn
vanillafoodpantry:acornmeal_portion, Ground Acorn Meal
vanillafoodpantry:cornmeal_portion, Corn Meal
vanillafoodpantry:seed_drying_paper, Seed Drying Paper
vanillafoodpantry:bucket_seedoil, Seed Oil
vanillafoodpantry:seedoil_jar:5, Jar of Seed Oil
vanillafoodpantry:sticky_paste, Sticky Paste
vanillafoodpantry:empty_paper_bag, Paper Bag
vanillafoodpantry:carton_side_blank, Carton Panel
vanillafoodpantry:empty_carton, Empty Carton
vanillafoodpantry:empty_jar_carton, Carton of Empty Jars
vanillafoodpantry:fried_egg, Fried Egg
vanillafoodpantry:fried_eggwhite, Fried Egg White
vanillafoodpantry:wrapped_egg, Raw Wrapped Egg
vanillafoodpantry:steamed_egg, Steamed Egg
vanillafoodpantry:pickled_egg, Pickled Egg
vanillafoodpantry:muscle_egg, Muscle Egg
vanillafoodpantry:fried_egg_sandwich, Fried Egg Sandwich
vanillafoodpantry:fried_egg_and_tatoes, Wild Fried Egg and Tatoes
vanillafoodpantry:egg_white, Egg White
vanillafoodpantry:raw_eggs_jar, Jar of Raw Eggs
vanillafoodpantry:portion_mayonnaise, Bit o' Mayonnaise
vanillafoodpantry:muscle_mayonnaise, Dollop o' Muscle
vanillafoodpantry:lemon_mayonnaise, Lemon Flavored Mayonnaise
vanillafoodpantry:flint_butcher_axe, Butcher Axe
vanillafoodpantry:skewers_wood, Kebab Skewers
vanillafoodpantry:small_bone, Small Bone
vanillafoodpantry:broth_jar:3, Jar of Stock
vanillafoodpantry:salt_pork, Salted Raw Pork
vanillafoodpantry:cooked_salt_pork, Ham Steak
vanillafoodpantry:cod_salted, Salted Fish
vanillafoodpantry:ham_egg_sandwich, Ham an' Egg Sandwich
vanillafoodpantry:pork_meat_product:0, Raw Pork Hocks
vanillafoodpantry:pork_meat_product:1, Salted Pork Hocks
vanillafoodpantry:pork_meat_product:2, Smoked Pork Hocks
vanillafoodpantry:pork_meat_product:3, Raw Pigtail
vanillafoodpantry:pork_meat_product:4, Salted Pigtail
vanillafoodpantry:pork_meat_product:5, Battered Pork Bites
vanillafoodpantry:pork_meat_product:6, Twice Fried Pork Bites
vanillafoodpantry:ham_hocks_stew, Ham Hocks Stew
vanillafoodpantry:earthworms_purged, Cleaned Earthworms
vanillafoodpantry:undead_crunchies, Undead Wotsit
vanillafoodpantry:gelatin_ball, Gelatin
vanillafoodpantry:gelatin_pantry_block, Block of Gelatin
vanillafoodpantry:bat_poop, Bat Poop
vanillafoodpantry:bat_raw, Raw Bat Meat
vanillafoodpantry:bat_cooked, Bat Meat
vanillafoodpantry:bat_sonar_sac, Bat Sonar
vanillafoodpantry:bat_burger, Batty Burger!
vanillafoodpantry:bat_cheeseburger, Cheesy Batty Burger!
vanillafoodpantry:horse_hoof, Horse Hoof
vanillafoodpantry:horse_tear, Horse Tear
vanillafoodpantry:horse_raw, Raw Horse Meat
vanillafoodpantry:horse_cooked, Horse Meat
vanillafoodpantry:horse_sweat, Horse Sweat
vanillafoodpantry:llama_raw, Raw Llama Meat
vanillafoodpantry:llama_cooked, Llama Steak
vanillafoodpantry:llama_fleece_block:0, Cream Llama Fleece
vanillafoodpantry:llama_fleece_block:1, White Llama Fleece
vanillafoodpantry:llama_fleece_block:2, Brown Llama Fleece
vanillafoodpantry:llama_fleece_block:3, Gray Llama Fleece
vanillafoodpantry:wolf_raw, Raw Wolf Meat
vanillafoodpantry:wolf_cooked, Wolf Meat
vanillafoodpantry:wolf_spirit, Wolf's Spirit
vanillafoodpantry:colorful_feather, Colorful Feather
vanillafoodpantry:feline_life, Felis Life Essence
vanillafoodpantry:phoenix_feather, Phoenix Feather
vanillafoodpantry:tainted_villager_soul, Tainted Villager's Soul
vanillafoodpantry:squidd_raw, Raw Squid
vanillafoodpantry:squidd_cooked, Roasted Squid
vanillafoodpantry:ink_pearl_shard, Ink Pearl Fragment
vanillafoodpantry:ink_pearl, Ink Pearl
vanillafoodpantry:squidd_on_a_stick, Roast Squid on a Stick
vanillafoodpantry:polar_raw_crystal, Polar Crystal Heart
vanillafoodpantry:polar_crystal, Polar Crystal
vanillafoodpantry:bear_raw, Raw Bear Meat
vanillafoodpantry:bear_raw_prepped, Prepped Raw Bear Meat
vanillafoodpantry:bear_cooked, Bear Meat
vanillafoodpantry:bear_raw_charred, Burnt Raw Bear Meat
vanillafoodpantry:sanitized_flesh:0, Sanitized Processed anonymous Meat (SPaM)
vanillafoodpantry:sanitized_flesh:1, Roasted SPaM
vanillafoodpantry:sanitized_flesh:2, Steamed SPaM
vanillafoodpantry:sanitized_flesh:3, Bit o' SPaM
vanillafoodpantry:guardian_fins, Guardian Fins
vanillafoodpantry:guardian_meat_raw, Raw Guardian Meat
vanillafoodpantry:guardian_meat, Guardian Steak
vanillafoodpantry:guardian_air_sac, Guardian Air Sac
vanillafoodpantry:ink_jar, Jar of Ink
vanillafoodpantry:luminesce_jar, Jar of Luminesce
vanillafoodpantry:red_flint, Red Flint
vanillafoodpantry:flint_cutter:16, Cutter
vanillafoodpantry:sand_jar, Jar of Sand
vanillafoodpantry:weighted_plate, Heavy Weight
vanillafoodpantry:sandwich_press_plate, Decker Press
vanillafoodpantry:flesh_meal, Flesh Meal
vanillafoodpantry:animal_hide_tie, Animal Hide Strap
vanillafoodpantry:portion_leather, Piece o' Leather
vanillafoodpantry:bone_pencil, Bone Pencil
vanillafoodpantry:fire_proofing_powder, Fire Proofing
vanillafoodpantry:fermented_feather, Fermented Feather
vanillafoodpantry:potion_mixer_funnel, Moonshine Funnel
vanillafoodpantry:tonicdrink, Moonshine Tonic
vanillafoodpantry:bootleg_gelo, Bootleg Gelo
vanillafoodpantry:roasted_seeds:0, Roasted Pumpkin Seeds
vanillafoodpantry:roasted_seeds:1, Roasted Sunflower Seeds
vanillafoodpantry:raw_vegetables, Raw Vegetables
vanillafoodpantry:roasted_vegetables, Roasted Vegetables
vanillafoodpantry:portion_roasted_veg, Bit o' Roasted Veg
vanillafoodpantry:chopped_alliums, Prepped Allium
vanillafoodpantry:caramelized_alliums, Caramelized Allium
vanillafoodpantry:sauteed_alliums_mushrooms, Sauteed Allium Mix
vanillafoodpantry:edible_cactus:0, Cactus Pad
vanillafoodpantry:edible_cactus:1, Grilled Cactus Pad
vanillafoodpantry:edible_cactus:2, Steamed Cactus Heart
vanillafoodpantry:molasses_glazed_carrots, Molasses Glazed Carrots
vanillafoodpantry:appleslices_sunbutter_snack, Sun Butter Dipped Apple Slices
vanillafoodpantry:carrot_sunbutter_snack, Sun Butter Dipped Carrot
vanillafoodpantry:carrot_burger, Carrot Burger
vanillafoodpantry:special_salad, Big-Big Green Salad
vanillafoodpantry:fungi_purged, Cleaned Mushroom
vanillafoodpantry:sunbutter_jar, Sun Butter Spread
vanillafoodpantry:sandwich:0, SPaM an' Egg Sandwich
vanillafoodpantry:sandwich:1, Creamed SPaM an' Egg on Toast
vanillafoodpantry:sandwich:2, Buttered Bit o' Bread
vanillafoodpantry:sandwich:3, Cyclops Sandwich
vanillafoodpantry:sandwich:4, Fish Sausage Mashup
vanillafoodpantry:sandwich:5, Sun Butter with Apples Sandwich
vanillafoodpantry:sandwich:6, Chocolate Sun Butter Sandwich
vanillafoodpantry:sandwich:7, SB&J Sandwich
vanillafoodpantry:pumpkin_portion, Pumpkin Slice
vanillafoodpantry:roasted_pumpkin_portion, Roasted Pumpkin
vanillafoodpantry:uncooked_enriched_pumpkin_pie, Unbaked Punkin' Pie
vanillafoodpantry:enriched_pumpkin_pie, Homemade Punkin' Pie
vanillafoodpantry:cake_slice, Slice of Cake
vanillafoodpantry:stewed:0, Pumpkin and Pigtail
vanillafoodpantry:stewed:1, Pumpkin and Pigtail Meal
vanillafoodpantry:stewed:10, Vegetarian Stew
vanillafoodpantry:stewed:11, Vegetarian Stew Meal
vanillafoodpantry:stewed:15, Polar Bear Stew
vanillafoodpantry:stewed:20, Yum-Yum Gruel
vanillafoodpantry:stewed:21, Basic Meal
vanillafoodpantry:stewed:25, Basic Broth
vanillafoodpantry:stewed:26, Broth with Bread
vanillafoodpantry:stewed:30, Broth and Fried Egg
vanillafoodpantry:stewed:31, Broth and Fried Egg Meal
vanillafoodpantry:stewed:36, Mushroom Stew Meal
vanillafoodpantry:stewed:38, Beetroot Soup Meal
vanillafoodpantry:stewed:40, Acorn Stew
vanillafoodpantry:stewed:45, Cave Stew
vanillafoodpantry:stewed:55, Fish Ball Broth
vanillafoodpantry:tatoes:0, Pink Mash
vanillafoodpantry:tatoes:1, Klingon Mash
vanillafoodpantry:tatoes:3, Stuffed Potato
vanillafoodpantry:tatoes:4, Over-Stuffed Potato (Egg)
vanillafoodpantry:tatoes:5, Over-Stuffed Potato (Shrooms)
vanillafoodpantry:tatoes:6, Over-Stuffed Potato (Meat)
vanillafoodpantry:tatoes:7, Over-Stuffed Potato (Chikin)
vanillafoodpantry:tatoes:8, Over-Stuffed Potato (SPaM)
vanillafoodpantry:tatoes:9, Over-Stuffed Potato (Fish)
vanillafoodpantry:tatoes:10, Over-Stuffed Potato (Cheese)
vanillafoodpantry:tatoes:11, Over-Stuffed Potato (Veggies)
vanillafoodpantry:tatoes:12, Over-Stuffed Potato (Muscle)
vanillafoodpantry:raftugli_fruit, Raftugli Fruit
vanillafoodpantry:roast_corn, Roasted Corn on the Cob
vanillafoodpantry:roasted_eggplant, Roasted Eggplant
vanillafoodpantry:bowl_milk, Bowl of Milk
vanillafoodpantry:milkdrink:0, Bottle of Milk
vanillafoodpantry:milkdrink:1, Bottle of Cream
vanillafoodpantry:milkdrink:399, Chocolate Milk Drink
vanillafoodpantry:milkdrink:379, Sweet Milk Drink
vanillafoodpantry:milkdrink:397, Pumpkin Milk Drink
vanillafoodpantry:milkdrink:393, Klingon Milk Drink
vanillafoodpantry:milkdrink:398, Apple Milk Drink
vanillafoodpantry:milkdrink:382, Muscle Milk
vanillafoodpantry:teadrink:381, Bush Tea
vanillafoodpantry:teadrink:201, Bush Tea with Milk
vanillafoodpantry:teadrink:380, Dand Tea
vanillafoodpantry:teadrink:202, Dand Tea with Milk
vanillafoodpantry:creamsoup:990, Cream of Potato Soup
vanillafoodpantry:creamsoup:993, Creamed Cactus Soup
vanillafoodpantry:creamsoup:997, Cream of Pumpkin Soup
vanillafoodpantry:creamsoup:973, Creamy Beet Soup
vanillafoodpantry:creamsoup:995, Cream of Carrot Soup
vanillafoodpantry:creamsoup:987, Cream of Mushroom Soup
vanillafoodpantry:creamsoup:984, Creamy Cheese Soup
vanillafoodpantry:meat_portion:0, Bit o' Raw Chicken
vanillafoodpantry:meat_portion:1, Bit o' Raw Fish
vanillafoodpantry:meat_portion:2, Bit o' Raw Salmon
vanillafoodpantry:meat_portion:3, Bit o' Raw Pork
vanillafoodpantry:meat_portion:4, Bit o' Raw Beef
vanillafoodpantry:meat_portion:5, Bit o' Raw Mutton
vanillafoodpantry:meat_portion:6, Bit o' Raw Rabbit
vanillafoodpantry:meat_portion:7, Bit o' Raw Horse
vanillafoodpantry:meat_portion:8, Bit o' Raw Squid
vanillafoodpantry:meat_portion:9, Bit o' Raw Llama
vanillafoodpantry:portion_jerky, Bit o' Any Jerky
vanillafoodpantry:jerky, Any Jerky
vanillafoodpantry:portion_ham, Bit o' Ham
vanillafoodpantry:egg_pie:1, Egg Pie
vanillafoodpantry:egg_pie:3, Mushroom Egg Pie
vanillafoodpantry:egg_pie:5, Chicken Egg Pie
vanillafoodpantry:egg_pie:7, Grandma's Egg Pie
vanillafoodpantry:egg_pie:9, Allium Egg Pie
vanillafoodpantry:fish_pie:1, Salmon Potato Pie
vanillafoodpantry:kebab:0, Uncooked Meat Kebab
vanillafoodpantry:kebab:1, Meat Kebab
vanillafoodpantry:kebab:2, Uncooked Chicken Kebab
vanillafoodpantry:kebab:3, Chicken Kebab
vanillafoodpantry:kebab:4, Uncooked Fish Kebab
vanillafoodpantry:kebab:5, Fish Kebab
vanillafoodpantry:kebab:6, Uncooked Veggie Kebab
vanillafoodpantry:kebab:7, Veggie Kebab
vanillafoodpantry:kebab:8, Fruit Kebab
vanillafoodpantry:kebab:9, Grilled Fruit Kebab
vanillafoodpantry:kebab:10, Uncooked Adventure Kebab
vanillafoodpantry:kebab:11, Adventure Kebab
vanillafoodpantry:kebab:12, Uncooked Bear Kebab
vanillafoodpantry:kebab:13, Bear Kebab
vanillafoodpantry:nuggets:12, Bit o' Battered Raw Chicken
vanillafoodpantry:nuggets:13, Fried Chicken Nugget
vanillafoodpantry:nuggets:17, Chicken Nuggets and Fries
vanillafoodpantry:nuggets:24, Bit o' Battered Raw Beef
vanillafoodpantry:nuggets:25, Fried Steak Nugget
vanillafoodpantry:nuggets:26, Bit o' Raw Beef Jerky
vanillafoodpantry:nuggets:27, Steak Jerky
vanillafoodpantry:nuggets:29, Steak Nuggets and Fries
vanillafoodpantry:nuggets:36, Bit o' Battered Raw Fish
vanillafoodpantry:nuggets:37, Fried Fish Nugget
vanillafoodpantry:nuggets:38, Bit o' Raw Fish Jerky
vanillafoodpantry:nuggets:39, Fish Jerky
vanillafoodpantry:nuggets:41, Fish Nuggets and Fries
vanillafoodpantry:nuggets:48, Battered Mushroom
vanillafoodpantry:nuggets:49, Deep Fried Mushroom
vanillafoodpantry:nuggets:53, Fried Mushrooms and Fries
vanillafoodpantry:nuggets:60, Bit o' Battered Vegetable
vanillafoodpantry:nuggets:61, Deep Fried Veggie Nugget
vanillafoodpantry:nuggets:65, Veggie Nuggets and Fries
vanillafoodpantry:nuggets:72, Battered Calamari
vanillafoodpantry:nuggets:73, Fried Calamari
vanillafoodpantry:nuggets:77, Calamari Nuggets and Fries
vanillafoodpantry:nuggets:89, Twice Fried Pork and Fries
vanillafoodpantry:sausage:1, Fish Sausage
vanillafoodpantry:sausage:2, Grilled Fish Sausage
vanillafoodpantry:bag_of:1, Bag of Eggs (Careful!)
vanillafoodpantry:bag_of:2, Bag of Raw Chickens
vanillafoodpantry:bag_of:3, Bag of Raw Fish
vanillafoodpantry:bag_of:4, Bag of Raw Salmon
vanillafoodpantry:bag_of:5, Bag of Raw Porkchops
vanillafoodpantry:bag_of:6, Bag of Raw Beef Steaks
vanillafoodpantry:bag_of:7, Bag of Raw Mutton Chops
vanillafoodpantry:bag_of:8, Bag of Uncooked Rabbits
vanillafoodpantry:bag_of:9, Bag of Rotten Flesh
vanillafoodpantry:bag_of:10, Bag of Bones
vanillafoodpantry:bag_of:13, Bag of Raw Squid
vanillafoodpantry:bag_of:14, Bag of Raw Pork Hocks
vanillafoodpantry:bag_of:15, Bag of Pig Tails
vanillafoodpantry:bag_of:16, Bag of Raw Cut Llama
vanillafoodpantry:bag_of:272, Bag of Bread
vanillafoodpantry:bag_of:273, Bag of Ham an' Egg Sandwiches
vanillafoodpantry:bag_of:275, Bag of Punkin' Pies
vanillafoodpantry:bag_of:276, Bag of Cookies
vanillafoodpantry:bag_of:277, Bag of Egg Pies
vanillafoodpantry:bag_of:278, Bag of Enriched Bread
vanillafoodpantry:bag_of:279, Bag of Cocoa Seeds
vanillafoodpantry:bag_of:280, Bag of Sugarcane
vanillafoodpantry:bag_of:281, Bag of Fried Egg Sandwiches
vanillafoodpantry:bag_of:282, Bag of Cheese Sandwiches
vanillafoodpantry:bag_of:283, Bag of Raw Sugar
vanillafoodpantry:bag_of:544, Bag of Tatoes
vanillafoodpantry:bag_of:545, Bag of Carrots
vanillafoodpantry:bag_of:548, Bag of Beetroot
vanillafoodpantry:bag_of:816, Bag of Apples
vanillafoodpantry:bag_of:817, Bag of Chorus Fruit
vanillafoodpantry:bag_of:1089, Bag of Chickens
vanillafoodpantry:bag_of:1090, Bag of Cooked Fish
vanillafoodpantry:bag_of:1091, Bag of Roast Salmon
vanillafoodpantry:bag_of:1092, Bag of Porkchops
vanillafoodpantry:bag_of:1093, Bag of Beef Steaks
vanillafoodpantry:bag_of:1094, Bag of Mutton Chops
vanillafoodpantry:bag_of:1095, Bag of Rabbits
vanillafoodpantry:bag_of:1098, Bag of Roasted Squid
vanillafoodpantry:bag_of:1099, Bag of Smoked Pork Hocks
vanillafoodpantry:bag_of:1100, Bag of Llama Steaks
vanillafoodpantry:bag_of:1360, Bag of Poisonous Tatoes
vanillafoodpantry:bakery_carton:0, Carton of Bread
vanillafoodpantry:bakery_carton:1, Carton of Cakes (Yum!)
vanillafoodpantry:bakery_carton:2, Carton of Punkin' Pies
vanillafoodpantry:bakery_carton:3, Carton of Cookies
vanillafoodpantry:bakery_carton:4, Carton of Egg Pies
vanillafoodpantry:bakery_carton:5, Carton of Enriched Bread
vanillafoodpantry:bakery_carton:6, Carton of Cocoa Seeds
vanillafoodpantry:meat_carton:0, Carton of Eggs
vanillafoodpantry:meat_carton:1, Carton of Raw Chicken
vanillafoodpantry:meat_carton:2, Carton of Raw Porkchops
vanillafoodpantry:meat_carton:3, Carton of Raw Beef Steaks
vanillafoodpantry:meat_carton:4, Carton of Raw Mutton Chops
vanillafoodpantry:meat_carton:5, Carton of Uncooked Rabbits
vanillafoodpantry:meat_carton:6, Carton of Rotten Flesh (Yick)
vanillafoodpantry:meat_carton:7, Carton of Bones
vanillafoodpantry:meat_carton:8, Carton of Raw Pork Hocks
vanillafoodpantry:vegetable_carton:0, Carton of Tatoes
vanillafoodpantry:vegetable_carton:1, Carton of Carrots
vanillafoodpantry:fruit_carton:0, Carton of Apples
vanillafoodpantry:jars_carton:0, Carton of Ink
vanillafoodpantry:jars_carton:1, Carton of Luminesce
vanillafoodpantry:cookie:601, Sugar Cookie
vanillafoodpantry:cookie:602, Molasses Cookie
vanillafoodpantry:cookie:799, Cocoa Cookie
vanillafoodpantry:cookie:793, Klingon Cookie
vanillafoodpantry:cookie:798, Apple Sugar Cookie
vanillafoodpantry:fizzydrink:393, Klingon Fizz
vanillafoodpantry:fizzydrink:391, Creamsicle Fizz
vanillafoodpantry:fizzydrink:392, Poppy Fizz
vanillafoodpantry:fizzydrink:398, Cydrax Fizz
vanillafoodpantry:fizzydrink:395, Orange Lava Fizz
vanillafoodpantry:fizzydrink:394, Dandy Fizz
vanillafoodpantry:fizzydrink:399, Choco Fizz
vanillafoodpantry:fizzydrink:388, Midnight Fizz
vanillafoodpantry:fizzydrink:396, Summer Fizz
vanillafoodpantry:fizzydrink:371, Ender Bend Fizz
vanillafoodpantry:fizzydrink:400, Mad Spritz Fizz
vanillafoodpantry:gelo:393, Klingon Gelo
vanillafoodpantry:gelo:392, Poppy Gelo
vanillafoodpantry:gelo:398, Apple Gelo
vanillafoodpantry:gelo:395, Orange Lava Gelo
vanillafoodpantry:gelo:394, Dandy Gelo
vanillafoodpantry:gelo:399, Choco Gelo
vanillafoodpantry:gelo:388, Midnight Gelo
vanillafoodpantry:gelo:396, Watermelon Gelo
vanillafoodpantry:gelo:371, Chorus Gelo
vanillafoodpantry:gelo:400, Sugar Bomb Gelo
vanillafoodpantry:gelo:369, Ugli-Ugli Gelo
vanillafoodpantry:juice:201, Apple Cider
vanillafoodpantry:juice:202, Carrot Juice
vanillafoodpantry:juice:203, Cane Juice
vanillafoodpantry:juice:204, Cactus Juice
vanillafoodpantry:juice:205, Ugli Fruit Drink
vanillafoodpantry:snowcone:3, Apple Iceee
